0	0
0.000157905	0.001568055
0.000631522	0.003135494
0.00142055	0.0047014
0.002524492	0.006264871
0.003942649	0.00782502
0.005674128	0.009380987
0.007717833	0.010931943
0.010072474	0.012477095
0.012736564	0.014015693
0.015708419	0.015547035
0.018986164	0.017070471
0.022567728	0.018585402
0.026450848	0.020091281
0.030633071	0.021587611
0.035111757	0.023073931
0.039884076	0.024549809
0.044947015	0.026014822
0.050297374	0.027468532
0.055931776	0.028910464
0.06184666	0.030340075
0.068038291	0.031756728
0.074502759	0.033159665
0.08123598	0.034547984
0.088233701	0.03592063
0.095491503	0.037276391
0.103004801	0.0386139
0.110768849	0.039931656
0.118778744	0.041228044
0.127029427	0.042501361
0.135515686	0.043749842
0.144232161	0.044971694
0.153173347	0.046165119
0.162333596	0.047328344
0.171707122	0.048459659
0.181288005	0.049557439
0.191070193	0.050620168
0.201047508	0.051646443
0.211213648	0.052634954
0.221562192	0.053584462
0.232086603	0.054493762
0.242780233	0.055361677
0.253636329	0.056187063
0.264648034	0.056968854
0.275808392	0.057706087
0.287110354	0.058397867
0.298546782	0.059043244
0.310110452	0.059641096
0.321794061	0.060190142
0.333590228	0.060689075
0.345491503	0.061136699
0.357490369	0.061531993
0.369579247	0.061874067
0.381750501	0.062162126
0.393996445	0.062395442
0.406309343	0.062573344
0.418681417	0.062694972
0.431104855	0.062759079
0.443571808	0.062764005
0.456074402	0.062707506
0.46860474	0.06258732
0.481154909	0.062400948
0.49371698	0.062146138
0.50628302	0.061820489
0.518845091	0.061422223
0.53139526	0.060949764
0.543925598	0.06040219
0.556428192	0.059778925
0.568895145	0.059080486
0.581318583	0.058308508
0.593690657	0.057465986
0.606003555	0.056557376
0.618249499	0.055587074
0.630420753	0.054559967
0.642509631	0.053480478
0.654508497	0.052353137
0.666409772	0.0511816
0.678205939	0.049969363
0.689889548	0.048719755
0.701453218	0.047436156
0.712889646	0.046121574
0.724191608	0.044778934
0.735351966	0.043411137
0.746363671	0.042021259
0.757219767	0.040612756
0.767913397	0.039189054
0.778437808	0.037753151
0.788786352	0.036308026
0.798952492	0.03485703
0.808929807	0.033403453
0.818711995	0.031950404
0.828292878	0.030500971
0.837666404	0.02905849
0.846826653	0.027626051
0.855767839	0.02620643
0.864484314	0.02480211
0.872970573	0.023415302
0.881221256	0.022048348
0.889231151	0.020703764
0.896995199	0.019383833
0.904508497	0.01809049
0.911766299	0.016825874
0.91876402	0.015592277
0.925497241	0.014391834
0.931961709	0.013226438
0.93815334	0.012098114
0.944068224	0.011008953
0.949702626	0.009961077
0.955052985	0.008956482
0.960115924	0.007996869
0.964888243	0.00708372
0.969366929	0.006218793
0.973549152	0.005403936
0.977432272	0.004640891
0.981013836	0.003931326
0.984291581	0.003277032
0.987263436	0.002679791
0.989927526	0.002141322
0.992282167	0.001663636
0.994325872	0.001249294
