-3.00580 1.583167
-2.57060 1.560500
-2.22244 1.489951
-1.81625 1.385569
-1.48743 1.284027
-1.17795 1.182491
-0.76209 1.080924
-0.40426 1.038279
0.000000 1.000000
0.485493 1.111298
0.852998 1.187555
1.317215 1.260693
1.878143 1.373256
2.323017 1.463308
2.622823 1.525220
3.009671 1.620924
3.377176 1.705362
3.764023 1.789794
4.121857 1.882688
4.586074 1.981189
5.282398 2.133166
5.785210 2.240110
6.404255 2.366747
7.023210 2.479294
7.506770 2.563699
8.164410 2.662145
8.870406 2.771849
