3.2	0.1305
4.2	0.2116
5.2	0.3153
6	0.4172
6.7	0.5020
7.6	0.5869
8.5	0.6473
9.3	0.6625
10	0.6570
11	0.6251
11.8	0.5762
12.6	0.5217
