3.2	0.1229
4.1	0.2417
5	0.3417
5.9	0.4511
6.7	0.5623
7.6	0.6717
8.5	0.7905
9.4	0.9093
10.3	1.0017
11	1.0979
12	1.1885
12.8	1.2771
13.7	1.3601
14.5	1.4356
15.4	1.4828
16	1.0835
16.9	0.8896
