0,0,-145.3859,-58.77011,-12.92735,-1.950787,-1.931074,-1.605674,-1.405158,-1.75783,-1.114611,-2.091901,-2.138939,-2.144308,-2.861237,-4.420275,-2.984653,0.3621278,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,0,0,-7.262938,-7.248987,-5.630835,-4.00771,-6.17395,-15.09809,-1.6978,-3.259505,-2.718413,-1.030126,-1.314223,-1.481535,-0.3840435,-2.116314,-1.204496,-1.921773,22,22,22,22,22,22,22,22,23,22,23,22,23,22,23,22,0,0,-2.18245,-3.453659,1.661063,-1.805906,-1.553977,-2.166138,-1.551987,-69.77788,0.2483946,0.3628614,-0.3575979,-0.4851733,-0.4403529,-0.2223091,0.221305,-8.989744E-05,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
1,10,-144.0631,-57.56085,-11.81979,-1.707078,-0.603443,-1.729187,4.996531E-05,-1.632271,-0.7430741,-3.076304,-1.901279,-2.648683,-2.026692,-5.256555,-2.745882,-0.4827894,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,1,10,-8.472448,-7.248987,-5.23799,-4.654108,-6.830664,-15.22082,-2.350807,-2.607558,-1.941719,-1.158898,-1.839915,-1.481535,-1.280093,-2.116314,-1.445396,-1.582635,22,22,22,22,22,22,22,22,23,22,23,22,23,22,23,22,1,10,-1.837716,-4.349052,1.022208,-1.676916,-1.29498,-2.038721,-1.293329,-69.88721,-0.6169806,0.4838184,0.9536172,-0.1213423,-7.705494E-05,-0.3334601,-3.371154E-05,0.2339838,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
2,20,-142.8606,-58.89103,-11.08141,-2.438205,-0.120668,-2.099727,-0.5109348,-2.008814,-0.9907656,-4.060706,-2.733092,-3.279068,-1.78825,-4.659212,-4.178513,-1.086301,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,2,20,-8.069383,-5.93099,-5.23799,-4.266269,-6.042597,-15.58904,-2.61201,-2.607558,-2.459515,-1.416443,-1.577071,-1.346853,-1.920131,-1.448013,-1.204496,-1.469589,22,22,22,22,22,22,22,22,23,22,23,22,23,22,23,22,2,20,-1.722807,-3.581571,1.022208,-3.095808,-2.071972,-1.783886,-1.810644,-70.1059,-0.3697305,-0.9676753,-0.4767991,-6.421245E-05,0.5502654,0.5557476,-3.371154E-05,0.3510174,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
3,30,-141.8986,-59.97937,-12.4351,-2.316351,-1.327605,-2.22324,-1.532904,-2.259593,-1.981532,-3.445455,-3.683735,-2.77476,-3.695783,-5.614962,-4.656057,-0.9655996,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,3,30,-7.800673,-6.06279,-5.892725,-4.912666,-5.648539,-15.71181,-3.526221,-2.477178,-1.941719,-1.545215,-1.182803,-1.346853,-2.432161,-1.782162,-2.047645,-1.921773,22,22,22,22,22,22,22,22,23,22,23,22,23,22,23,22,3,30,-1.492985,-3.325744,1.02216,-2.579847,-3.107961,-3.058056,-2.19863,-70.65263,0.001144587,0.7257324,-0.7152019,0.1212106,0.5502654,-0.1111582,-0.332041,0.1169437,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
4,40,-143.2213,-59.13288,-11.81979,-1.950787,-1.689687,-1.976214,-1.021919,-2.259593,-1.114611,-3.691555,-3.446075,-3.152992,-3.815003,-5.137088,-3.700969,-0.7241945,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,4,40,-7.531936,-7.248987,-6.547468,-5.041945,-6.305304,-15.71181,-3.003815,-3.65059,-2.588964,-1.673987,-1.839915,-1.346853,-2.304153,-2.33908,-1.565846,-1.808727,22,22,22,22,22,22,22,22,23,22,23,22,23,22,23,22,4,40,-1.837716,-4.604878,0.6388465,-2.192875,-1.424479,-2.166138,-1.681316,-69.55917,0.1247696,-0.3628871,0.2384088,-1.212832,0.1099927,0.1111437,0.5533123,-0.4682372,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
5,50,-142.9809,-59.13288,-10.95835,-2.194496,-1.327612,-2.593779,-0.7664271,-2.635762,-2.353069,-4.183756,-3.208414,-4.035531,-3.457341,-4.539743,-3.342811,0.241426,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,5,50,-8.741158,-6.985388,-6.154623,-5.300505,-6.173899,-15.58904,-3.265019,-3.911351,-2.588964,-1.28767,-1.577071,-1.346853,-2.176146,-1.559396,-1.565846,-2.713089,22,22,22,22,22,22,22,22,23,22,23,22,23,22,23,22,5,50,-2.297361,-4.093225,1.02216,-1.805905,-2.201471,-2.038721,-1.810644,-69.88721,0.8665197,-0.1209698,0.1192076,0.3637668,-0.2202134,-0.666913,-0.2213724,0.7021311,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
6,60,-144.5441,-59.49566,-14.03491,-2.438205,-2.051774,-1.729136,-1.66065,-3.137321,-3.467681,-4.552907,-4.515548,-4.665917,-4.411108,-4.659212,-4.656057,-0.2413843,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,6,60,-8.472448,-7.248987,-6.285571,-4.912666,-5.77984,-16.44825,-3.656822,-4.172108,-2.718413,-2.317849,-1.051379,-1.481535,-1.664116,-1.893548,-1.204496,-2.486996,22,22,22,22,22,22,22,22,23,22,23,22,23,22,23,22,6,60,-2.067538,-4.988617,0.2555327,-2.321865,-1.683476,-1.911305,-1.939973,-69.66852,-0.6169806,-1.284249E-05,0.2384088,0.2424887,0.2200593,-0.2223091,-0.5533797,-0.4682372,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
7,70,-144.3036,-60.46308,-13.66573,-2.194496,-1.810387,-0.9880565,-1.660702,-2.510372,-3.591527,-4.552907,-4.75321,-5.42238,-5.245654,-5.614962,-4.536671,0.844938,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,7,70,-8.338092,-7.380786,-6.023674,-5.559063,-5.648487,-15.83453,-3.265015,-3.65059,-2.977312,-2.060304,-1.182803,-1.7509,-1.4081,-1.225246,-1.324947,-2.37395,22,22,22,22,22,22,22,22,23,22,23,22,23,22,23,22,7,70,-1.607896,-3.709484,0.6388465,-2.192875,-2.460469,-2.548388,-1.551986,-69.66852,-0.6169806,-0.9676753,-0.1191952,0.1212106,0.3301291,0.3334456,-0.5533797,0.4680574,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
8,80,-143.3416,-61.43048,-16.3731,-3.169331,-2.413855,-2.593728,-2.171515,-3.63888,-3.467681,-5.537309,-4.396718,-5.674534,-4.887992,-5.973368,-4.178513,-0.9655996,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,8,80,-8.069383,-7.512587,-6.154623,-5.559063,-5.648487,-16.08003,-3.003812,-4.172159,-2.459515,-1.545215,-2.234186,-1.346853,-2.560168,-1.448013,-1.686296,-1.695681,22,22,22,22,22,22,22,22,23,22,23,22,23,22,23,22,8,80,-1.492985,-4.349051,0.6388465,-2.966816,-3.237461,-2.675806,-2.457287,-70.10591,0.001144587,0.6047754,-0.2383964,-0.4851733,0.1099927,0.5557476,-0.332041,-0.5852708,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
9,90,-142.4998,-60.584,-17.72679,-3.41304,-1.689693,-1.605622,-1.277463,-3.011931,-2.972299,-4.552907,-4.159057,-4.287686,-4.530328,-5.137088,-3.820355,0.3621278,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,9,90,-9.144223,-7.644387,-7.071262,-5.429783,-5.77984,-15.83453,-3.395617,-4.041782,-3.106761,-1.545215,-1.445647,-2.154949,-2.176146,-1.670779,-1.445396,-2.600043,22,22,22,22,22,22,22,22,23,22,23,22,23,22,23,22,9,90,-3.101738,-4.604878,0.6388465,-2.579846,-2.071973,-2.293555,-2.327958,-69.55918,-0.1224291,-0.1209698,0.2384088,-0.8490042,-0.5504195,-0.3334601,-0.1107023,-0.1171235,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
