0,0,-20.08325,-56.71296,-2.957227,-2.559507,-1.809706,-1.728829,-0.1277637,-2.00881,-0.6184185,-1.598792,-1.188477,-1.135258,-0.0002456126,-1.553217,-2.028741,0.1218801,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,0,0,-3.093621,-3.690542,-3.536437,-4.654137,210.6941,163.994,-5.615911,-5.345802,-5.95491,-7.72566,-6.571509,-7.0035,-8.448123,-6.789587,-7.341945,-10.38762,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,0,0,-12.2809,-19.68804,-4.47083,-18.82524,-17.86196,-19.09389,-1.422874,-69.12006,0.7426973,0.7255687,-0.1192506,0.3636351,-0.2203033,-0.109967,-0.0001862161,2.896996,24,24,24,24,24,24,24,24,25,24,25,25,25,25,25,25
1,10,-15.15306,-55.02003,-1.971267,-2.315761,-2.171774,-2.840619,-1.149707,-2.510356,-1.113877,-2.460274,-2.139096,-1.135258,-0.1194633,-0.955889,1.07575,-0.7231623,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1,10,-2.286649,-1.845395,-3.405514,-4.26631,210.9572,164.7316,-4.962921,-3.129834,-5.825489,-4.765057,-4.600604,-5.117625,-7.168625,-4.900203,-6.380462,-9.259494,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,1,10,-11.24869,-19.17701,-4.47083,-15.98991,-18.50853,-28.24996,-2.5868,-69.77612,0.4954545,0.6046149,-0.1192506,0.2423603,0.3300231,0.6681924,-0.7748485,3.481965,24,24,24,24,24,24,24,24,25,24,25,25,25,25,25,25
2,20,-12.2671,-54.29449,-0.7388164,0.7310604,0.9661855,1.483009,1.277408,0.7538149,-0.2468242,0.4933812,-0.9508219,0.1260466,-0.8347691,-1.672683,-2.386951,-0.7231623,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2,20,-0.134725,-1.186363,-1.965396,-2.456447,210.9572,164.3628,-4.571127,-2.087023,-2.072279,-1.160208,-1.709933,-3.770573,-4.99297,-4.23276,-4.456786,-8.244179,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,2,20,-10.21648,-19.04926,-5.36537,-18.69637,-20.57755,-26.85112,-0.7762491,-69.33875,-0.2462736,-0.7258832,0.8343325,1.091275,0.4400897,0.1123646,-0.0001862161,2.429022,24,24,24,24,24,24,24,24,25,24,25,25,25,25,25,25
3,30,-10.70386,-54.17357,-1.971318,-0.4876683,-1.809706,-0.9876357,-1.021964,-1.506616,-1.237742,-1.598792,-1.069649,-1.76591,-2.146163,-2.986804,-3.103372,-0.8438833,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3,30,-0.134725,-1.318159,-1.179878,-0.9051356,210.8256,164.9775,-4.962921,-1.304916,-1.425173,-0.6452292,-1.841327,-2.962344,-5.632869,-3.676038,-4.456786,-8.131364,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,3,30,-10.10179,-19.43253,-5.237629,-21.5317,-27.04324,-29.52164,-1.940174,-70.32284,-0.1226522,0.4836611,1.191926,-0.0001862161,-0.5504998,-0.2211324,-0.1108532,4.183923,24,24,24,24,24,24,24,24,25,24,25,25,25,25,25,25
4,40,-12.0266,-54.29449,-1.478338,-2.072066,-2.051081,-2.470022,-1.149707,-2.384969,-1.113877,-2.337206,-1.426131,-1.387519,-1.669293,-1.792149,-1.192917,-0.9646043,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,4,40,-1.345182,-1.581751,-1.310801,-1.810067,210.4309,164.2399,-4.571127,-1.174565,-1.684015,-1.417697,-1.841327,-4.309396,-5.120948,-4.677922,-4.938235,-9.259494,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,4,40,-11.47807,-19.56029,-4.2153,-21.66058,-23.68109,-27.10545,-2.5868,-69.33875,0.3718334,0.4836611,0.238343,-0.6065508,0.3300231,0.22353,-0.6641831,2.780001,24,24,24,24,24,24,24,24,25,24,25,25,25,25,25,25
5,50,-10.82411,-54.17357,-0.9853578,-0.9752098,-1.930393,0.2476867,-0.6387354,-0.8787186,-0.9900128,-1.475723,-1.544959,-2.396502,-2.265381,-3.106269,-2.745162,-0.4817218,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,5,50,-2.82463,-2.504325,-2.750919,-2.585722,210.6941,163.2564,-4.571127,-1.826321,-2.719383,-2.962632,-3.680844,-5.521743,-5.24893,-5.344762,-6.14009,-8.921056,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,5,50,-11.01931,-18.79374,-4.343091,-20.37179,-22.12932,-28.5043,-2.84545,-70.43219,0.0009696081,-0.3630219,1.311124,1.091275,0.4400897,0.6681924,0.2211461,2.663006,24,24,24,24,24,24,24,24,25,24,25,25,25,25,25,25
6,60,-13.22908,-52.96434,-1.724828,-1.706447,-3.016598,-1.481765,-1.788422,-1.757775,-1.361607,-2.460274,-1.544959,-2.522553,-2.623034,-4.061995,-3.34218,-0.9646043,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,6,60,-1.479678,-1.581751,-2.227241,-2.068619,210.4309,164.4857,-3.918138,-0.783514,-2.331121,-1.288952,-3.680844,-5.252333,-6.016808,-11.45748,-12.99066,-16.14108,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,6,60,-16.06567,-22.11542,-5.109838,-24.88255,-26.6553,-28.63147,-1.681524,-69.2294,0.4954545,0.4836611,0.7151345,0.1210886,-0.2203033,0.1123646,0.4424768,3.481965,24,24,24,24,24,24,24,24,25,24,25,25,25,25,25,25
7,70,-15.15306,-53.32711,-1.971318,-3.412667,-3.740748,-3.45828,-2.29915,-4.014995,-2.600255,-4.060171,-2.139096,-3.657011,-2.861469,-4.42039,-3.461583,-1.447485,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,7,70,-0.4037149,-1.449955,-1.048962,-1.163688,210.2994,164.6087,-4.048733,-1.174565,-1.166331,-4.250078,-4.600604,-7.541876,-9.853955,-14.5694,-16.11549,-18.39734,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,7,70,-19.27698,-23.26523,-4.2153,-24.23816,-26.00873,-33.97251,-2.457526,-70.10415,0.0009696081,0.6046149,-0.1192506,0.8487281,0.4400897,0.22353,-0.2215185,2.896996,24,24,24,24,24,24,24,24,25,24,25,25,25,25,25,25
8,80,-14.31132,-52.35972,-2.094564,-2.925176,-3.982122,-2.964151,-3.192446,-3.388062,-2.600255,-3.444826,-3.327369,-3.909112,-3.695993,-3.823063,-2.983969,0.1218801,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,8,80,-2.421145,-1.581751,-1.965402,-2.97355,211.2203,164.9775,-4.571126,-0.9138107,-2.201699,-3.992589,-2.366903,-5.252333,-9.72615,-10.12379,-14.43289,-16.93077,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,8,80,-18.81822,-23.26523,-4.2153,-25.65582,-30.27609,-36.13437,-2.457526,-70.32284,-0.1226522,-0.0001573205,0.9535301,0.9699997,0.550153,-0.5546294,-0.0001862161,2.663006,24,24,24,24,24,24,24,24,25,24,25,25,25,25,25,25
9,90,-15.75431,-52.48064,-1.971318,-1.950193,-2.413155,-1.728829,-1.660627,-2.886516,-2.352525,-3.198689,-2.139096,-3.026757,-2.503816,-3.942529,-2.028741,-0.4817218,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,9,90,-1.614173,-2.240732,-3.274604,-2.068619,210.8256,164.8545,-3.787538,-0.9138107,-3.107648,-2.318909,-3.680844,-7.407393,-8.959334,-13.23572,-15.75493,-19.18703,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,9,90,-20.88264,-26.45915,-4.982047,-29.13555,-34.54344,-38.67772,-3.362802,-69.88547,0.1245906,-0.0001573205,0.5959365,0.2423603,-0.3303699,0.22353,-0.4428508,3.130986,24,24,24,24,24,24,24,24,25,24,25,25,25,25,25,25
10,100,-16.71629,-52.2388,-1.724828,-1.82832,-2.413155,-2.470022,-1.277399,-2.259583,-1.237742,-2.091068,-1.069649,-1.135258,-0.1194633,-1.911614,-0.5958996,-1.326766,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,10,100,-0.4037149,-2.240732,-1.57264,-0.7758598,210.1678,164.6087,-3.65694,-2.478023,-3.107648,-3.220122,-5.520358,-6.195267,-10.23736,-14.5694,-16.47604,-20.54079,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,10,100,-23.06175,-26.45915,-4.087508,-31.842,-36.09521,-37.27887,-2.586852,-69.33875,0.2482124,0.3626591,0.5959365,0.4849068,-0.0001733736,0.001198365,-0.3321839,2.546017,24,24,24,24,24,24,24,24,25,24,25,25,25,25,25,25
