Results Table 1
,Maximum Load
,(lbf)
"1","980.72"

Time,Elongation,Load
(s),(in),(lbf)
"16.0200","0.0597","486.1612"
"16.0400","0.0598","486.4445"
"16.0600","0.0599","486.7492"
"16.0800","0.0599","487.0717"
"16.1000","0.0600","487.3792"
"16.1200","0.0601","487.5615"
"16.1400","0.0601","487.6725"
"16.1600","0.0602","487.8874"
"16.1800","0.0603","488.2706"
"16.2000","0.0603","488.6907"
"16.2200","0.0604","488.9623"
"16.2400","0.0605","489.1039"
"16.2600","0.0605","489.1883"
"16.2800","0.0606","489.3606"
"16.3000","0.0607","489.6731"
"16.3200","0.0607","490.0468"
"16.3400","0.0608","490.3127"
"16.3600","0.0609","490.5139"
"16.3800","0.0609","490.7209"
"16.4000","0.0610","490.8795"
"16.4200","0.0611","491.0831"
"16.4400","0.0611","491.3798"
"16.4600","0.0612","491.7622"
"16.4800","0.0613","492.0961"
"16.5000","0.0613","492.3629"
"16.5200","0.0614","492.5279"
"16.5400","0.0615","492.6273"
"16.5600","0.0615","492.7720"
"16.5800","0.0616","493.0620"
"16.6000","0.0617","493.4578"
"16.6200","0.0617","493.8043"
"16.6400","0.0618","494.0632"
"16.6600","0.0619","494.2038"
"16.6800","0.0619","494.3113"
"16.7000","0.0620","494.4907"
"16.7200","0.0621","494.8301"
"16.7400","0.0621","495.1974"
"16.7600","0.0622","495.4085"
"16.7800","0.0623","495.5531"
"16.8000","0.0623","495.6825"
"16.8200","0.0624","495.8582"
"16.8400","0.0625","496.1162"
"16.8600","0.0625","496.4857"
"16.8800","0.0626","496.7864"
"16.9000","0.0627","497.0595"
"16.9200","0.0627","497.3087"
"16.9400","0.0628","497.4530"
"16.9600","0.0629","497.5755"
"16.9800","0.0629","497.8077"
"17.0000","0.0630","498.1806"
"17.0200","0.0631","498.5768"
"17.0400","0.0631","498.8471"
"17.0600","0.0632","498.9888"
"17.0800","0.0633","499.0612"
"17.1000","0.0633","499.1804"
"17.1200","0.0634","499.4671"
"17.1400","0.0635","499.8640"
"17.1600","0.0635","500.1851"
"17.1800","0.0636","500.3996"
"17.2000","0.0637","500.5476"
"17.2200","0.0637","500.6604"
"17.2400","0.0638","500.9013"
"17.2600","0.0639","501.2307"
"17.2800","0.0639","501.5354"
"17.3000","0.0640","501.7513"
"17.3200","0.0641","501.9558"
"17.3400","0.0641","502.1659"
"17.3600","0.0642","502.3537"
"17.3800","0.0643","502.5388"
"17.4000","0.0643","502.7909"
"17.4200","0.0644","503.0798"
"17.4400","0.0645","503.3441"
"17.4600","0.0645","503.5780"
"17.4800","0.0646","503.6968"
"17.5000","0.0647","503.7872"
"17.5200","0.0647","504.0157"
"17.5400","0.0648","504.4103"
"17.5600","0.0649","504.7751"
"17.5800","0.0649","505.0412"
"17.6000","0.0650","505.1852"
"17.6200","0.0651","505.2722"
"17.6400","0.0651","505.4729"
"17.6600","0.0652","505.7808"
"17.6800","0.0653","506.1241"
"17.7000","0.0653","506.3842"
"17.7200","0.0654","506.5523"
"17.7400","0.0655","506.7072"
"17.7600","0.0655","506.8657"
"17.7800","0.0656","507.0790"
"17.8000","0.0657","507.3766"
"17.8200","0.0657","507.6721"
"17.8400","0.0658","507.9111"
"17.8600","0.0659","508.1393"
"17.8800","0.0659","508.3488"
"17.9000","0.0660","508.5502"
"17.9200","0.0661","508.7443"
"17.9400","0.0661","508.9741"
"17.9600","0.0662","509.2401"
"17.9800","0.0663","509.5153"
"18.0000","0.0663","509.7271"
"18.0200","0.0664","509.8498"
"18.0400","0.0665","509.9799"
"18.0600","0.0665","510.2277"
"18.0800","0.0666","510.5883"
"18.1000","0.0667","510.8857"
"18.1200","0.0667","511.0713"
"18.1400","0.0668","511.2059"
"18.1600","0.0669","511.3559"
"18.1800","0.0669","511.5467"
"18.2000","0.0670","511.7795"
"18.2200","0.0671","512.0701"
"18.2400","0.0671","512.3426"
"18.2600","0.0672","512.5557"
"18.2800","0.0673","512.7411"
"18.3000","0.0673","512.9366"
"18.3200","0.0674","513.1706"
"18.3400","0.0675","513.4505"
"18.3600","0.0675","513.7254"
"18.3800","0.0676","513.9339"
"18.4000","0.0677","514.1416"
"18.4200","0.0677","514.3556"
"18.4400","0.0678","514.5028"
"18.4600","0.0679","514.6549"
"18.4800","0.0679","514.9256"
"18.5000","0.0680","515.2649"
"18.5200","0.0681","515.5235"
"18.5400","0.0681","515.6881"
"18.5600","0.0682","515.7602"
"18.5800","0.0683","515.8620"
"18.6000","0.0683","516.1230"
"18.6200","0.0684","516.5357"
"18.6400","0.0685","516.8620"
"18.6600","0.0685","517.0157"
"18.6800","0.0686","517.1339"
"18.7000","0.0687","517.2967"
"18.7200","0.0687","517.5056"
"18.7400","0.0688","517.7798"
"18.7600","0.0689","518.0834"
"18.7800","0.0689","518.3551"
"18.8000","0.0690","518.5515"
"18.8200","0.0691","518.7178"
"18.8400","0.0691","518.8368"
"18.8600","0.0692","519.0042"
"18.8800","0.0693","519.1854"
"18.9000","0.0693","519.4479"
"18.9200","0.0694","519.7423"
"18.9400","0.0695","520.0285"
"18.9600","0.0695","520.2120"
"18.9800","0.0696","520.2657"
"19.0000","0.0697","520.3836"
"19.0200","0.0697","520.6826"
"19.0400","0.0698","521.1153"
"19.0600","0.0699","521.4439"
"19.0800","0.0699","521.5719"
"19.1000","0.0700","521.6399"
"19.1200","0.0701","521.7204"
"19.1400","0.0701","521.9621"
"19.1600","0.0702","522.3176"
"19.1800","0.0703","522.5626"
"19.2000","0.0703","522.7307"
"19.2200","0.0704","522.8974"
"19.2400","0.0705","523.0683"
"19.2600","0.0705","523.2479"
"19.2800","0.0706","523.4914"
"19.3000","0.0707","523.8157"
"19.3200","0.0707","524.1066"
"19.3400","0.0708","524.3612"
"19.3600","0.0709","524.5448"
"19.3800","0.0709","524.6308"
"19.4000","0.0710","524.6852"
"19.4200","0.0711","524.8876"
"19.4400","0.0711","525.2418"
"19.4600","0.0712","525.5570"
"19.4800","0.0713","525.8209"
"19.5000","0.0713","525.9948"
"19.5200","0.0714","526.0567"
"19.5400","0.0715","526.1739"
"19.5600","0.0715","526.4436"
"19.5800","0.0716","526.8213"
"19.6000","0.0717","527.0599"
"19.6200","0.0717","527.1462"
"19.6400","0.0718","527.2468"
"19.6600","0.0719","527.3966"
"19.6800","0.0719","527.6196"
"19.7000","0.0720","527.9325"
"19.7200","0.0721","528.2447"
"19.7400","0.0721","528.4899"
"19.7600","0.0722","528.7341"
"19.7800","0.0723","528.8882"
"19.8000","0.0723","528.9567"
"19.8200","0.0724","529.0702"
"19.8400","0.0725","529.3682"
"19.8600","0.0725","529.7302"
"19.8800","0.0726","530.0006"
"19.9000","0.0727","530.1727"
"19.9200","0.0727","530.2246"
"19.9400","0.0728","530.2889"
"19.9600","0.0729","530.4738"
"19.9800","0.0729","530.8335"
"20.0000","0.0730","531.1463"
"20.0200","0.0731","531.3767"
"20.0400","0.0731","531.5384"
"20.0600","0.0732","531.6101"
"20.0800","0.0733","531.7592"
"20.1000","0.0733","532.0218"
"20.1200","0.0734","532.3534"
"20.1400","0.0735","532.5907"
"20.1600","0.0735","532.7585"
"20.1800","0.0736","532.9408"
"20.2000","0.0737","533.1364"
"20.2200","0.0737","533.3450"
"20.2400","0.0738","533.5745"
"20.2600","0.0739","533.8055"
"20.2800","0.0739","534.0177"
"20.3000","0.0740","534.2323"
"20.3200","0.0741","534.3813"
"20.3400","0.0741","534.4203"
"20.3600","0.0742","534.5641"
"20.3800","0.0743","534.8862"
"20.4000","0.0743","535.2495"
"20.4200","0.0744","535.5205"
"20.4400","0.0745","535.6809"
"20.4600","0.0745","535.7590"
"20.4800","0.0746","535.8617"
"20.5000","0.0747","536.0780"
"20.5200","0.0747","536.4134"
"20.5400","0.0748","536.6719"
"20.5600","0.0749","536.8422"
"20.5800","0.0749","536.9819"
"20.6000","0.0750","537.1045"
"20.6200","0.0751","537.2866"
"20.6400","0.0751","537.5008"
"20.6600","0.0752","537.7890"
"20.6800","0.0753","538.0187"
"20.7000","0.0753","538.2197"
"20.7200","0.0754","538.4258"
"20.7400","0.0755","538.5732"
"20.7600","0.0755","538.7311"
"20.7800","0.0756","538.9392"
"20.8000","0.0757","539.2297"
"20.8200","0.0757","539.4840"
"20.8400","0.0758","539.6981"
"20.8600","0.0759","539.8145"
"20.8800","0.0759","539.8807"
"20.9000","0.0760","540.0530"
"20.9200","0.0761","540.3780"
"20.9400","0.0761","540.7444"
"20.9600","0.0762","540.9838"
"20.9800","0.0763","541.1104"
"21.0000","0.0763","541.1949"
"21.0200","0.0764","541.2896"
"21.0400","0.0765","541.4595"
"21.0600","0.0765","541.7266"
"21.0800","0.0766","542.0016"
"21.1000","0.0767","542.1774"
"21.1200","0.0767","542.3442"
"21.1400","0.0768","542.5082"
"21.1600","0.0769","542.6859"
"21.1800","0.0769","542.9311"
"21.2000","0.0770","543.1993"
"21.2200","0.0771","543.4220"
"21.2400","0.0771","543.6130"
"21.2600","0.0772","543.8063"
"21.2800","0.0773","543.9429"
"21.3000","0.0773","544.0421"
"21.3200","0.0774","544.2454"
"21.3400","0.0775","544.5723"
"21.3600","0.0775","544.8633"
"21.3800","0.0776","545.0412"
"21.4000","0.0777","545.1497"
"21.4200","0.0777","545.2248"
"21.4400","0.0778","545.4240"
"21.4600","0.0779","545.7770"
"21.4800","0.0779","546.1079"
"21.5000","0.0780","546.2963"
"21.5200","0.0781","546.3779"
"21.5400","0.0781","546.4771"
"21.5600","0.0782","546.6139"
"21.5800","0.0783","546.8126"
"21.6000","0.0783","547.1047"
"21.6200","0.0784","547.3613"
"21.6400","0.0785","547.5567"
"21.6600","0.0785","547.7162"
"21.6800","0.0786","547.8370"
"21.7000","0.0787","547.9764"
"21.7200","0.0787","548.1355"
"21.7400","0.0788","548.3819"
"21.7600","0.0789","548.6372"
"21.7800","0.0789","548.9074"
"21.8000","0.0790","549.1283"
"21.8200","0.0791","549.1988"
"21.8400","0.0791","549.2518"
"21.8600","0.0792","549.4437"
"21.8800","0.0793","549.8301"
"21.9000","0.0793","550.2060"
"21.9200","0.0794","550.4145"
"21.9400","0.0795","550.4674"
"21.9600","0.0795","550.4917"
"21.9800","0.0796","550.6504"
"22.0000","0.0797","550.9522"
"22.0200","0.0797","551.2804"
"22.0400","0.0798","551.4417"
"22.0600","0.0799","551.5662"
"22.0800","0.0799","551.7155"
"22.1000","0.0800","551.8570"
"22.1200","0.0801","552.0462"
"22.1400","0.0801","552.3224"
"22.1600","0.0802","552.6036"
"22.1800","0.0803","552.8164"
"22.2000","0.0803","552.9933"
"22.2200","0.0804","553.1132"
"22.2400","0.0805","553.1759"
"22.2600","0.0805","553.2992"
"22.2800","0.0806","553.5784"
"22.3000","0.0807","553.8882"
"22.3200","0.0807","554.1675"
"22.3400","0.0808","554.3616"
"22.3600","0.0809","554.4337"
"22.3800","0.0809","554.4583"
"22.4000","0.0810","554.6426"
"22.4200","0.0811","555.0178"
"22.4400","0.0811","555.3191"
"22.4600","0.0812","555.4497"
"22.4800","0.0813","555.4971"
"22.5000","0.0813","555.5817"
"22.5200","0.0814","555.7529"
"22.5400","0.0815","556.0276"
"22.5600","0.0815","556.3799"
"22.5800","0.0816","556.6165"
"22.6000","0.0817","556.8188"
"22.6200","0.0817","556.9801"
"22.6400","0.0818","557.0425"
"22.6600","0.0819","557.1249"
"22.6800","0.0819","557.3626"
"22.7000","0.0820","557.7133"
"22.7200","0.0821","558.0249"
"22.7400","0.0821","558.2155"
"22.7600","0.0822","558.2931"
"22.7800","0.0823","558.3122"
"22.8000","0.0823","558.4195"
"22.8200","0.0824","558.7223"
"22.8400","0.0825","559.0969"
"22.8600","0.0825","559.3512"
"22.8800","0.0826","559.4907"
"22.9000","0.0827","559.5589"
"22.9200","0.0827","559.6559"
"22.9400","0.0828","559.8498"
"22.9600","0.0829","560.1343"
"22.9800","0.0829","560.3617"
"23.0000","0.0830","560.5260"
"23.0200","0.0831","560.6759"
"23.0400","0.0831","560.8184"
"23.0600","0.0832","560.9656"
"23.0800","0.0833","561.1482"
"23.1000","0.0833","561.4382"
"23.1200","0.0834","561.6819"
"23.1400","0.0835","561.8864"
"23.1600","0.0835","562.0341"
"23.1800","0.0836","562.0757"
"23.2000","0.0837","562.1524"
"23.2200","0.0837","562.3911"
"23.2400","0.0838","562.7408"
"23.2600","0.0839","563.0057"
"23.2800","0.0839","563.1638"
"23.3000","0.0840","563.2773"
"23.3200","0.0841","563.3678"
"23.3400","0.0841","563.5177"
"23.3600","0.0842","563.7759"
"23.3800","0.0843","564.0765"
"23.4000","0.0843","564.3126"
"23.4200","0.0844","564.4701"
"23.4400","0.0845","564.5692"
"23.4600","0.0845","564.6785"
"23.4800","0.0846","564.8724"
"23.5000","0.0847","565.1537"
"23.5200","0.0847","565.3949"
"23.5400","0.0848","565.5957"
"23.5600","0.0849","565.7724"
"23.5800","0.0849","565.9325"
"23.6000","0.0850","566.0637"
"23.6200","0.0851","566.2268"
"23.6400","0.0851","566.4811"
"23.6600","0.0852","566.7073"
"23.6800","0.0853","566.9037"
"23.7000","0.0853","567.0465"
"23.7200","0.0854","567.1139"
"23.7400","0.0855","567.2126"
"23.7600","0.0855","567.4797"
"23.7800","0.0856","567.8064"
"23.8000","0.0857","568.0348"
"23.8200","0.0857","568.1650"
"23.8400","0.0858","568.2698"
"23.8600","0.0859","568.3577"
"23.8800","0.0859","568.4896"
"23.9000","0.0860","568.6773"
"23.9200","0.0861","568.9392"
"23.9400","0.0861","569.1625"
"23.9600","0.0862","569.3562"
"23.9800","0.0863","569.5248"
"24.0000","0.0863","569.6935"
"24.0200","0.0864","569.9007"
"24.0400","0.0865","570.1416"
"24.0600","0.0865","570.3756"
"24.0800","0.0866","570.5625"
"24.1000","0.0867","570.7491"
"24.1200","0.0867","570.9007"
"24.1400","0.0868","570.9947"
"24.1600","0.0869","571.1262"
"24.1800","0.0869","571.3506"
"24.2000","0.0870","571.6130"
"24.2200","0.0871","571.8112"
"24.2400","0.0871","571.9172"
"24.2600","0.0872","571.9894"
"24.2800","0.0873","572.1241"
"24.3000","0.0873","572.4008"
"24.3200","0.0874","572.7421"
"24.3400","0.0875","572.9704"
"24.3600","0.0875","573.0725"
"24.3800","0.0876","573.1461"
"24.4000","0.0877","573.2330"
"24.4200","0.0877","573.4014"
"24.4400","0.0878","573.6569"
"24.4600","0.0879","573.9568"
"24.4800","0.0879","574.1811"
"24.5000","0.0880","574.3504"
"24.5200","0.0881","574.4931"
"24.5400","0.0881","574.5974"
"24.5600","0.0882","574.7387"
"24.5800","0.0883","574.9313"
"24.6000","0.0883","575.1944"
"24.6200","0.0884","575.4376"
"24.6400","0.0885","575.6891"
"24.6600","0.0885","575.7987"
"24.6800","0.0886","575.8072"
"24.7000","0.0887","575.8961"
"24.7200","0.0887","576.1918"
"24.7400","0.0888","576.5656"
"24.7600","0.0889","576.7865"
"24.7800","0.0889","576.8819"
"24.8000","0.0890","576.9083"
"24.8200","0.0891","576.9875"
"24.8400","0.0891","577.2238"
"24.8600","0.0892","577.5722"
"24.8800","0.0893","577.7954"
"24.9000","0.0893","577.9137"
"24.9200","0.0894","578.0369"
"24.9400","0.0895","578.1241"
"24.9600","0.0895","578.2583"
"24.9800","0.0896","578.4749"
"25.0000","0.0897","578.7873"
"25.0200","0.0897","579.0429"
"25.0400","0.0898","579.2195"
"25.0600","0.0899","579.3549"
"25.0800","0.0899","579.4036"
"25.1000","0.0900","579.4912"
"25.1200","0.0901","579.7085"
"25.1400","0.0901","580.0622"
"25.1600","0.0902","580.3594"
"25.1800","0.0903","580.5700"
"25.2000","0.0903","580.6597"
"25.2200","0.0904","580.6551"
"25.2400","0.0905","580.7581"
"25.2600","0.0905","581.0589"
"25.2800","0.0906","581.3944"
"25.3000","0.0907","581.5510"
"25.3200","0.0907","581.5889"
"25.3400","0.0908","581.6556"
"25.3600","0.0909","581.7980"
"25.3800","0.0909","582.0058"
"25.4000","0.0910","582.3094"
"25.4200","0.0911","582.5670"
"25.4400","0.0911","582.7720"
"25.4600","0.0912","582.9412"
"25.4800","0.0913","583.0120"
"25.5000","0.0913","583.0456"
"25.5200","0.0914","583.1639"
"25.5400","0.0915","583.4727"
"25.5600","0.0915","583.8123"
"25.5800","0.0916","584.0212"
"25.6000","0.0917","584.1398"
"25.6200","0.0917","584.1558"
"25.6400","0.0918","584.2191"
"25.6600","0.0919","584.4403"
"25.6800","0.0919","584.7835"
"25.7000","0.0920","585.0648"
"25.7200","0.0921","585.2258"
"25.7400","0.0921","585.3047"
"25.7600","0.0922","585.3639"
"25.7800","0.0923","585.5186"
"25.8000","0.0923","585.8098"
"25.8200","0.0924","586.1042"
"25.8400","0.0925","586.2585"
"25.8600","0.0925","586.3912"
"25.8800","0.0926","586.5159"
"25.9000","0.0927","586.6746"
"25.9200","0.0927","586.8550"
"25.9400","0.0928","587.0666"
"25.9600","0.0929","587.2731"
"25.9800","0.0929","587.4887"
"26.0000","0.0930","587.6411"
"26.0200","0.0931","587.7007"
"26.0400","0.0931","587.7001"
"26.0600","0.0932","587.8511"
"26.0800","0.0933","588.2108"
"26.1000","0.0933","588.5202"
"26.1200","0.0934","588.7303"
"26.1400","0.0935","588.8119"
"26.1600","0.0935","588.8540"
"26.1800","0.0936","588.9690"
"26.2000","0.0937","589.2135"
"26.2200","0.0937","589.5289"
"26.2400","0.0938","589.7737"
"26.2600","0.0939","589.9298"
"26.2800","0.0939","590.0378"
"26.3000","0.0940","590.1200"
"26.3200","0.0941","590.2514"
"26.3400","0.0941","590.4489"
"26.3600","0.0942","590.6638"
"26.3800","0.0943","590.8196"
"26.4000","0.0943","590.9958"
"26.4200","0.0944","591.1894"
"26.4400","0.0945","591.3325"
"26.4600","0.0945","591.4595"
"26.4800","0.0946","591.6354"
"26.5000","0.0947","591.8880"
"26.5200","0.0947","592.1304"
"26.5400","0.0948","592.2982"
"26.5600","0.0949","592.3657"
"26.5800","0.0949","592.3925"
"26.6000","0.0950","592.5892"
"26.6200","0.0951","592.9599"
"26.6400","0.0951","593.2521"
"26.6600","0.0952","593.3884"
"26.6800","0.0953","593.4641"
"26.7000","0.0953","593.5380"
"26.7200","0.0954","593.6496"
"26.7400","0.0955","593.8430"
"26.7600","0.0955","594.0971"
"26.7800","0.0956","594.3070"
"26.8000","0.0957","594.4788"
"26.8200","0.0957","594.6378"
"26.8400","0.0958","594.7736"
"26.8600","0.0959","594.9138"
"26.8800","0.0959","595.1031"
"26.9000","0.0960","595.3413"
"26.9200","0.0961","595.5207"
"26.9400","0.0961","595.6913"
"26.9600","0.0962","595.8512"
"26.9800","0.0963","595.9325"
"27.0000","0.0963","596.0195"
"27.0200","0.0964","596.2200"
"27.0400","0.0965","596.5193"
"27.0600","0.0965","596.7483"
"27.0800","0.0966","596.8859"
"27.1000","0.0967","596.9227"
"27.1200","0.0967","596.9946"
"27.1400","0.0968","597.2309"
"27.1600","0.0969","597.5809"
"27.1800","0.0969","597.8532"
"27.2000","0.0970","597.9572"
"27.2200","0.0971","598.0205"
"27.2400","0.0971","598.1040"
"27.2600","0.0972","598.2539"
"27.2800","0.0973","598.4524"
"27.3000","0.0973","598.7202"
"27.3200","0.0974","598.9440"
"27.3400","0.0975","599.1096"
"27.3600","0.0975","599.2310"
"27.3800","0.0976","599.2919"
"27.4000","0.0977","599.3676"
"27.4200","0.0977","599.5291"
"27.4400","0.0978","599.7790"
"27.4600","0.0979","600.0222"
"27.4800","0.0979","600.2869"
"27.5000","0.0980","600.4464"
"27.5200","0.0981","600.4538"
"27.5400","0.0981","600.4844"
"27.5600","0.0982","600.7071"
"27.5800","0.0983","601.0645"
"27.6000","0.0983","601.3289"
"27.6200","0.0984","601.4334"
"27.6400","0.0985","601.4733"
"27.6600","0.0985","601.5390"
"27.6800","0.0986","601.7638"
"27.7000","0.0987","602.0800"
"27.7200","0.0987","602.3173"
"27.7400","0.0988","602.4361"
"27.7600","0.0989","602.5471"
"27.7800","0.0989","602.6716"
"27.8000","0.0990","602.7692"
"27.8200","0.0991","602.9224"
"27.8400","0.0991","603.2192"
"27.8600","0.0992","603.5032"
"27.8800","0.0993","603.7239"
"27.9000","0.0993","603.8510"
"27.9200","0.0994","603.8840"
"27.9400","0.0995","603.8925"
"27.9600","0.0995","604.0176"
"27.9800","0.0996","604.3307"
"28.0000","0.0997","604.6116"
"28.0200","0.0997","604.8173"
"28.0400","0.0998","604.9156"
"28.0600","0.0999","604.9250"
"28.0800","0.0999","604.9913"
"28.1000","0.1000","605.2267"
"28.1200","0.1001","605.5787"
"28.1400","0.1001","605.8143"
"28.1600","0.1002","605.8782"
"28.1800","0.1003","605.9094"
"28.2000","0.1003","605.9927"
"28.2200","0.1004","606.1564"
"28.2400","0.1005","606.4347"
"28.2600","0.1005","606.7470"
"28.2800","0.1006","606.9490"
"28.3000","0.1007","607.1244"
"28.3200","0.1007","607.2188"
"28.3400","0.1008","607.2235"
"28.3600","0.1009","607.3248"
"28.3800","0.1009","607.5915"
"28.4000","0.1010","607.9309"
"28.4200","0.1011","608.1614"
"28.4400","0.1011","608.2816"
"28.4600","0.1012","608.3051"
"28.4800","0.1013","608.3364"
"28.5000","0.1013","608.4761"
"28.5200","0.1014","608.7445"
"28.5400","0.1015","609.0352"
"28.5600","0.1015","609.2231"
"28.5800","0.1016","609.3378"
"28.6000","0.1017","609.3846"
"28.6200","0.1017","609.5036"
"28.6400","0.1018","609.7316"
"28.6600","0.1019","609.9873"
"28.6800","0.1019","610.1850"
"28.7000","0.1020","610.3221"
"28.7200","0.1021","610.4596"
"28.7400","0.1021","610.5999"
"28.7600","0.1022","610.7672"
"28.7800","0.1023","610.9513"
"28.8000","0.1023","611.1658"
"28.8200","0.1024","611.3463"
"28.8400","0.1025","611.5139"
"28.8600","0.1025","611.5847"
"28.8800","0.1026","611.5965"
"28.9000","0.1027","611.6821"
"28.9200","0.1027","611.9516"
"28.9400","0.1028","612.2796"
"28.9600","0.1029","612.5009"
"28.9800","0.1029","612.6202"
"29.0000","0.1030","612.6754"
"29.0200","0.1031","612.7682"
"29.0400","0.1031","612.9370"
"29.0600","0.1032","613.1899"
"29.0800","0.1033","613.4217"
"29.1000","0.1033","613.5838"
"29.1200","0.1034","613.7002"
"29.1400","0.1035","613.7840"
"29.1600","0.1035","613.8865"
"29.1800","0.1036","614.0577"
"29.2000","0.1037","614.3293"
"29.2200","0.1037","614.5606"
"29.2400","0.1038","614.7447"
"29.2600","0.1039","614.9078"
"29.2800","0.1039","615.0311"
"29.3000","0.1040","615.1322"
"29.3200","0.1041","615.3005"
"29.3400","0.1041","615.5540"
"29.3600","0.1042","615.7574"
"29.3800","0.1043","615.8983"
"29.4000","0.1043","615.9872"
"29.4200","0.1044","616.0230"
"29.4400","0.1045","616.1417"
"29.4600","0.1045","616.4037"
"29.4800","0.1046","616.6757"
"29.5000","0.1047","616.8585"
"29.5200","0.1047","616.9495"
"29.5400","0.1048","617.0384"
"29.5600","0.1049","617.1413"
"29.5800","0.1049","617.2628"
"29.6000","0.1050","617.4529"
"29.6200","0.1051","617.6645"
"29.6400","0.1051","617.8461"
"29.6600","0.1052","618.0165"
"29.6800","0.1053","618.1331"
"29.7000","0.1053","618.2249"
"29.7200","0.1054","618.3733"
"29.7400","0.1055","618.6266"
"29.7600","0.1055","618.8498"
"29.7800","0.1056","619.0355"
"29.8000","0.1057","619.2120"
"29.8200","0.1057","619.3396"
"29.8400","0.1058","619.4060"
"29.8600","0.1059","619.5448"
"29.8800","0.1059","619.8003"
"29.9000","0.1060","620.0312"
"29.9200","0.1061","620.1920"
"29.9400","0.1061","620.2593"
"29.9600","0.1062","620.3201"
"29.9800","0.1063","620.4847"
"30.0000","0.1063","620.7806"
"30.0200","0.1064","621.0884"
"30.0400","0.1065","621.2240"
"30.0600","0.1065","621.2920"
"30.0800","0.1066","621.3599"
"30.1000","0.1067","621.4163"
"30.1200","0.1067","621.5366"
"30.1400","0.1068","621.7602"
"30.1600","0.1069","622.0501"
"30.1800","0.1069","622.2844"
"30.2000","0.1070","622.4126"
"30.2200","0.1071","622.4562"
"30.2400","0.1071","622.5302"
"30.2600","0.1072","622.6580"
"30.2800","0.1073","622.8607"
"30.3000","0.1073","623.1023"
"30.3200","0.1074","623.3432"
"30.3400","0.1075","623.5167"
"30.3600","0.1075","623.5405"
"30.3800","0.1076","623.5628"
"30.4000","0.1077","623.7165"
"30.4200","0.1077","624.0473"
"30.4400","0.1078","624.3615"
"30.4600","0.1079","624.5136"
"30.4800","0.1079","624.5516"
"30.5000","0.1080","624.5804"
"30.5200","0.1081","624.6912"
"30.5400","0.1081","624.9127"
"30.5600","0.1082","625.1841"
"30.5800","0.1083","625.3596"
"30.6000","0.1083","625.4899"
"30.6200","0.1084","625.5995"
"30.6400","0.1085","625.6549"
"30.6600","0.1085","625.7772"
"30.6800","0.1086","625.9944"
"30.7000","0.1087","626.2756"
"30.7200","0.1087","626.5197"
"30.7400","0.1088","626.6765"
"30.7600","0.1089","626.7022"
"30.7800","0.1089","626.6944"
"30.8000","0.1090","626.7882"
"30.8200","0.1091","627.0854"
"30.8400","0.1091","627.4356"
"30.8600","0.1092","627.6534"
"30.8800","0.1093","627.7752"
"30.9000","0.1093","627.8235"
"30.9200","0.1094","627.8362"
"30.9400","0.1095","627.9900"
"30.9600","0.1095","628.3278"
"30.9800","0.1096","628.5925"
"31.0000","0.1097","628.7095"
"31.0200","0.1097","628.7711"
"31.0400","0.1098","628.8246"
"31.0600","0.1099","628.9566"
"31.0800","0.1099","629.1391"
"31.1000","0.1100","629.3922"
"31.1200","0.1101","629.6057"
"31.1400","0.1101","629.8144"
"31.1600","0.1102","629.9515"
"31.1800","0.1103","629.9343"
"31.2000","0.1103","629.8990"
"31.2200","0.1104","630.0585"
"31.2400","0.1105","630.3919"
"31.2600","0.1105","630.6694"
"31.2800","0.1106","630.8323"
"31.3000","0.1107","630.8786"
"31.3200","0.1107","630.8620"
"31.3400","0.1108","630.9708"
"31.3600","0.1109","631.2290"
"31.3800","0.1109","631.5769"
"31.4000","0.1110","631.8099"
"31.4200","0.1111","631.9126"
"31.4400","0.1111","631.9660"
"31.4600","0.1112","632.0284"
"31.4800","0.1113","632.1889"
"31.5000","0.1113","632.4430"
"31.5200","0.1114","632.6655"
"31.5400","0.1115","632.8034"
"31.5600","0.1115","632.9542"
"31.5800","0.1116","633.0585"
"31.6000","0.1117","633.1558"
"31.6200","0.1117","633.2856"
"31.6400","0.1118","633.4802"
"31.6600","0.1119","633.7103"
"31.6800","0.1119","633.9369"
"31.7000","0.1120","634.0784"
"31.7200","0.1121","634.0719"
"31.7400","0.1121","634.0606"
"31.7600","0.1122","634.2313"
"31.7800","0.1123","634.5603"
"31.8000","0.1123","634.8546"
"31.8200","0.1124","634.9808"
"31.8400","0.1125","635.0351"
"31.8600","0.1125","635.0729"
"31.8800","0.1126","635.2185"
"31.9000","0.1127","635.4651"
"31.9200","0.1127","635.7183"
"31.9400","0.1128","635.8752"
"31.9600","0.1129","635.9940"
"31.9800","0.1129","636.0667"
"32.0000","0.1130","636.1402"
"32.0200","0.1131","636.2853"
"32.0400","0.1131","636.5119"
"32.0600","0.1132","636.7120"
"32.0800","0.1133","636.8658"
"32.1000","0.1133","637.0491"
"32.1200","0.1134","637.2025"
"32.1400","0.1135","637.3127"
"32.1600","0.1135","637.4286"
"32.1800","0.1136","637.6144"
"32.2000","0.1137","637.8346"
"32.2200","0.1137","638.0395"
"32.2400","0.1138","638.1628"
"32.2600","0.1139","638.1841"
"32.2800","0.1139","638.2371"
"32.3000","0.1140","638.4255"
"32.3200","0.1141","638.7339"
"32.3400","0.1141","638.9459"
"32.3600","0.1142","639.0425"
"32.3800","0.1143","639.1320"
"32.4000","0.1143","639.2182"
