Results Table 1
,Maximum Load
,(lbf)
"1","980.72"

Time,Elongation,Load
(s),(in),(lbf)
"32.4200","0.1144","639.3403"
"32.4400","0.1145","639.5230"
"32.4600","0.1145","639.7461"
"32.4800","0.1146","639.9386"
"32.5000","0.1147","640.0608"
"32.5200","0.1147","640.1728"
"32.5400","0.1148","640.2619"
"32.5600","0.1149","640.4146"
"32.5800","0.1149","640.6310"
"32.6000","0.1150","640.8614"
"32.6200","0.1151","641.0345"
"32.6400","0.1151","641.1907"
"32.6600","0.1152","641.2849"
"32.6800","0.1153","641.3338"
"32.7000","0.1153","641.4103"
"32.7200","0.1154","641.6364"
"32.7400","0.1155","641.8991"
"32.7600","0.1155","642.0986"
"32.7800","0.1156","642.1694"
"32.8000","0.1157","642.1967"
"32.8200","0.1157","642.2456"
"32.8400","0.1158","642.4644"
"32.8600","0.1159","642.7958"
"32.8800","0.1159","643.0380"
"32.9000","0.1160","643.0884"
"32.9200","0.1161","643.1272"
"32.9400","0.1161","643.2073"
"32.9600","0.1162","643.3259"
"32.9800","0.1163","643.5304"
"33.0000","0.1163","643.8053"
"33.0200","0.1164","644.0450"
"33.0400","0.1165","644.1867"
"33.0600","0.1165","644.2771"
"33.0800","0.1166","644.3317"
"33.1000","0.1167","644.4046"
"33.1200","0.1167","644.5515"
"33.1400","0.1168","644.8036"
"33.1600","0.1169","645.0476"
"33.1800","0.1169","645.2640"
"33.2000","0.1170","645.3348"
"33.2200","0.1171","645.2887"
"33.2400","0.1171","645.3247"
"33.2600","0.1172","645.5840"
"33.2800","0.1173","645.9314"
"33.3000","0.1173","646.1124"
"33.3200","0.1174","646.1807"
"33.3400","0.1175","646.1995"
"33.3600","0.1175","646.2782"
"33.3800","0.1176","646.5017"
"33.4000","0.1177","646.8129"
"33.4200","0.1177","647.0383"
"33.4400","0.1178","647.1388"
"33.4600","0.1179","647.2369"
"33.4800","0.1179","647.2973"
"33.5000","0.1180","647.3585"
"33.5200","0.1181","647.5282"
"33.5400","0.1181","647.8281"
"33.5600","0.1182","648.0850"
"33.5800","0.1183","648.2378"
"33.6000","0.1183","648.3187"
"33.6200","0.1184","648.3076"
"33.6400","0.1185","648.3293"
"33.6600","0.1185","648.4913"
"33.6800","0.1186","648.8149"
"33.7000","0.1187","649.0782"
"33.7200","0.1187","649.2544"
"33.7400","0.1188","649.3101"
"33.7600","0.1189","649.2866"
"33.7800","0.1189","649.3226"
"33.8000","0.1190","649.5662"
"33.8200","0.1191","649.8769"
"33.8400","0.1191","650.0384"
"33.8600","0.1192","650.0978"
"33.8800","0.1193","650.1410"
"33.9000","0.1193","650.2149"
"33.9200","0.1194","650.3998"
"33.9400","0.1195","650.6969"
"33.9600","0.1195","650.9398"
"33.9800","0.1196","651.1031"
"34.0000","0.1197","651.2538"
"34.0200","0.1197","651.3167"
"34.0400","0.1198","651.3271"
"34.0600","0.1199","651.4239"
"34.0800","0.1199","651.7076"
"34.1000","0.1200","651.9837"
"34.1200","0.1201","652.1778"
"34.1400","0.1201","652.2829"
"34.1600","0.1202","652.2946"
"34.1800","0.1203","652.3224"
"34.2000","0.1203","652.4796"
"34.2200","0.1204","652.7755"
"34.2400","0.1205","653.0321"
"34.2600","0.1205","653.1970"
"34.2800","0.1206","653.2741"
"34.3000","0.1207","653.2918"
"34.3200","0.1207","653.3973"
"34.3400","0.1208","653.6223"
"34.3600","0.1209","653.8592"
"34.3800","0.1209","653.9902"
"34.4000","0.1210","654.0767"
"34.4200","0.1211","654.1871"
"34.4400","0.1211","654.2815"
"34.4600","0.1212","654.3952"
"34.4800","0.1213","654.5750"
"34.5000","0.1213","654.7668"
"34.5200","0.1214","654.9470"
"34.5400","0.1215","655.0913"
"34.5600","0.1215","655.1323"
"34.5800","0.1216","655.1208"
"34.6000","0.1217","655.2582"
"34.6200","0.1217","655.5864"
"34.6400","0.1218","655.8950"
"34.6600","0.1219","656.0667"
"34.6800","0.1219","656.1654"
"34.7000","0.1220","656.2046"
"34.7200","0.1221","656.2478"
"34.7400","0.1221","656.4280"
"34.7600","0.1222","656.6857"
"34.7800","0.1223","656.8945"
"34.8000","0.1223","657.0340"
"34.8200","0.1224","657.1270"
"34.8400","0.1225","657.1611"
"34.8600","0.1225","657.2494"
"34.8800","0.1226","657.4300"
"34.9000","0.1227","657.6675"
"34.9200","0.1227","657.8252"
"34.9400","0.1228","657.9685"
"34.9600","0.1229","658.1090"
"34.9800","0.1229","658.2149"
"35.0000","0.1230","658.3070"
"35.0200","0.1231","658.4659"
"35.0400","0.1231","658.6927"
"35.0600","0.1232","658.9063"
"35.0800","0.1233","659.0726"
"35.1000","0.1233","659.1461"
"35.1200","0.1234","659.1756"
"35.1400","0.1235","659.2997"
"35.1600","0.1235","659.5824"
"35.1800","0.1236","659.8427"
"35.2000","0.1237","659.9658"
"35.2200","0.1237","660.0245"
"35.2400","0.1238","660.0519"
"35.2600","0.1239","660.1175"
"35.2800","0.1239","660.2252"
"35.3000","0.1240","660.4415"
"35.3200","0.1241","660.6432"
"35.3400","0.1241","660.7902"
"35.3600","0.1242","660.8962"
"35.3800","0.1243","661.0100"
"35.4000","0.1243","661.1466"
"35.4200","0.1244","661.3261"
"35.4400","0.1245","661.5448"
"35.4600","0.1245","661.7113"
"35.4800","0.1246","661.8810"
"35.5000","0.1247","662.0084"
"35.5200","0.1247","662.0567"
"35.5400","0.1248","662.1141"
"35.5600","0.1249","662.2734"
"35.5800","0.1249","662.5378"
"35.6000","0.1250","662.7654"
"35.6200","0.1251","662.8704"
"35.6400","0.1251","662.8862"
"35.6600","0.1252","662.9072"
"35.6800","0.1253","663.0890"
"35.7000","0.1253","663.3972"
"35.7200","0.1254","663.6784"
"35.7400","0.1255","663.8004"
"35.7600","0.1255","663.8482"
"35.7800","0.1256","663.8962"
"35.8000","0.1257","663.9504"
"35.8200","0.1257","664.0948"
"35.8400","0.1258","664.3531"
"35.8600","0.1259","664.5867"
"35.8800","0.1259","664.7577"
"35.9000","0.1260","664.8768"
"35.9200","0.1261","664.9122"
"35.9400","0.1261","664.9666"
"35.9600","0.1262","665.0742"
"35.9800","0.1263","665.2948"
"36.0000","0.1263","665.5102"
"36.0200","0.1264","665.7024"
"36.0400","0.1265","665.8325"
"36.0600","0.1265","665.8211"
"36.0800","0.1266","665.8186"
"36.1000","0.1267","666.0009"
"36.1200","0.1267","666.3373"
"36.1400","0.1268","666.6134"
"36.1600","0.1269","666.7265"
"36.1800","0.1269","666.7311"
"36.2000","0.1270","666.7351"
"36.2200","0.1271","666.8762"
"36.2400","0.1271","667.1578"
"36.2600","0.1272","667.4118"
"36.2800","0.1273","667.5471"
"36.3000","0.1273","667.6324"
"36.3200","0.1274","667.7066"
"36.3400","0.1275","667.7734"
"36.3600","0.1275","667.9036"
"36.3800","0.1276","668.1293"
"36.4000","0.1277","668.3748"
"36.4200","0.1277","668.6024"
"36.4400","0.1278","668.7065"
"36.4600","0.1279","668.7017"
"36.4800","0.1279","668.6659"
"36.5000","0.1280","668.7531"
"36.5200","0.1281","669.0338"
"36.5400","0.1281","669.3163"
"36.5600","0.1282","669.5507"
"36.5800","0.1283","669.6802"
"36.6000","0.1283","669.6625"
"36.6200","0.1284","669.6684"
"36.6400","0.1285","669.8320"
"36.6600","0.1285","670.1694"
"36.6800","0.1286","670.4040"
"36.7000","0.1287","670.4809"
"36.7200","0.1287","670.4622"
"36.7400","0.1288","670.4799"
"36.7600","0.1289","670.6127"
"36.7800","0.1289","670.8294"
"36.8000","0.1290","671.0928"
"36.8200","0.1291","671.2770"
"36.8400","0.1291","671.4232"
"36.8600","0.1292","671.5155"
"36.8800","0.1293","671.5245"
"36.9000","0.1293","671.5528"
"36.9200","0.1294","671.7656"
"36.9400","0.1295","672.0754"
"36.9600","0.1295","672.3084"
"36.9800","0.1296","672.4034"
"37.0000","0.1297","672.4329"
"37.0200","0.1297","672.4197"
"37.0400","0.1298","672.5399"
"37.0600","0.1299","672.8285"
"37.0800","0.1299","673.1303"
"37.1000","0.1300","673.3288"
"37.1200","0.1301","673.4087"
"37.1400","0.1301","673.3984"
"37.1600","0.1302","673.4326"
"37.1800","0.1303","673.6033"
"37.2000","0.1303","673.8654"
"37.2200","0.1304","674.0438"
"37.2400","0.1305","674.1520"
"37.2600","0.1305","674.2376"
"37.2800","0.1306","674.3448"
"37.3000","0.1307","674.4715"
"37.3200","0.1307","674.6152"
"37.3400","0.1308","674.7868"
"37.3600","0.1309","674.9595"
"37.3800","0.1309","675.1275"
"37.4000","0.1310","675.1999"
"37.4200","0.1311","675.1771"
"37.4400","0.1311","675.2379"
"37.4600","0.1312","675.4794"
"37.4800","0.1313","675.8296"
"37.5000","0.1313","676.0697"
"37.5200","0.1314","676.1658"
"37.5400","0.1315","676.1738"
"37.5600","0.1315","676.1869"
"37.5800","0.1316","676.2975"
"37.6000","0.1317","676.5347"
"37.6200","0.1317","676.7822"
"37.6400","0.1318","676.9213"
"37.6600","0.1319","676.9995"
"37.6800","0.1319","677.0418"
"37.7000","0.1320","677.1200"
"37.7200","0.1321","677.2680"
"37.7400","0.1321","677.4963"
"37.7600","0.1322","677.6833"
"37.7800","0.1323","677.8186"
"37.8000","0.1323","677.9553"
"37.8200","0.1324","678.0857"
"37.8400","0.1325","678.1867"
"37.8600","0.1325","678.2902"
"37.8800","0.1326","678.5050"
"37.9000","0.1327","678.7100"
"37.9200","0.1327","678.8773"
"37.9400","0.1328","678.9812"
"37.9600","0.1329","678.9858"
"37.9800","0.1329","679.0649"
"38.0000","0.1330","679.2815"
"38.0200","0.1331","679.5604"
"38.0400","0.1331","679.7247"
"38.0600","0.1332","679.7874"
"38.0800","0.1333","679.8335"
"38.1000","0.1333","679.8706"
"38.1200","0.1334","679.9682"
"38.1400","0.1335","680.1366"
"38.1600","0.1335","680.3628"
"38.1800","0.1336","680.5036"
"38.2000","0.1337","680.5989"
"38.2200","0.1337","680.7096"
"38.2400","0.1338","680.8306"
"38.2600","0.1339","680.9963"
"38.2800","0.1339","681.2059"
"38.3000","0.1340","681.3924"
"38.3200","0.1341","681.5386"
"38.3400","0.1341","681.6612"
"38.3600","0.1342","681.7517"
"38.3800","0.1343","681.7922"
"38.4000","0.1343","681.8754"
"38.4200","0.1344","682.1165"
"38.4400","0.1345","682.3557"
"38.4600","0.1345","682.5032"
"38.4800","0.1346","682.5581"
"38.5000","0.1347","682.5350"
"38.5200","0.1347","682.6284"
"38.5400","0.1348","682.9364"
"38.5600","0.1349","683.2726"
"38.5800","0.1349","683.4202"
"38.6000","0.1350","683.4341"
"38.6200","0.1351","683.4498"
"38.6400","0.1351","683.4979"
"38.6600","0.1352","683.6302"
"38.6800","0.1353","683.8421"
"38.7000","0.1353","684.0909"
"38.7200","0.1354","684.2576"
"38.7400","0.1355","684.3862"
"38.7600","0.1355","684.4464"
"38.7800","0.1356","684.4643"
"38.8000","0.1357","684.5540"
"38.8200","0.1357","684.7170"
"38.8400","0.1358","684.9087"
"38.8600","0.1359","685.0970"
"38.8800","0.1359","685.2729"
"38.9000","0.1360","685.3446"
"38.9200","0.1361","685.3304"
"38.9400","0.1361","685.4411"
"38.9600","0.1362","685.7539"
"38.9800","0.1363","686.0694"
"39.0000","0.1363","686.2329"
"39.0200","0.1364","686.2436"
"39.0400","0.1365","686.2004"
"39.0600","0.1365","686.2556"
"39.0800","0.1366","686.4618"
"39.1000","0.1367","686.7325"
"39.1200","0.1367","686.8834"
"39.1400","0.1368","686.9438"
"39.1600","0.1369","687.0159"
"39.1800","0.1369","687.0667"
"39.2000","0.1370","687.2031"
"39.2200","0.1371","687.4247"
"39.2400","0.1371","687.6949"
"39.2600","0.1372","687.9146"
"39.2800","0.1373","688.0801"
"39.3000","0.1373","688.1111"
"39.3200","0.1374","688.0435"
"39.3400","0.1375","688.0638"
"39.3600","0.1375","688.2654"
"39.3800","0.1376","688.5774"
"39.4000","0.1377","688.8134"
"39.4200","0.1377","688.9655"
"39.4400","0.1378","689.0081"
"39.4600","0.1379","688.9809"
"39.4800","0.1379","689.0689"
"39.5000","0.1380","689.3574"
"39.5200","0.1381","689.6271"
"39.5400","0.1381","689.6981"
"39.5600","0.1382","689.6574"
"39.5800","0.1383","689.6684"
"39.6000","0.1383","689.7648"
"39.6200","0.1384","689.9593"
"39.6400","0.1385","690.2525"
"39.6600","0.1385","690.4693"
"39.6800","0.1386","690.6211"
"39.7000","0.1387","690.7252"
"39.7200","0.1387","690.7465"
"39.7400","0.1388","690.7659"
"39.7600","0.1389","690.9066"
"39.7800","0.1389","691.2081"
"39.8000","0.1390","691.4712"
"39.8200","0.1391","691.5966"
"39.8400","0.1391","691.6309"
"39.8600","0.1392","691.5924"
"39.8800","0.1393","691.6115"
"39.9000","0.1393","691.8022"
"39.9200","0.1394","692.1219"
"39.9400","0.1395","692.3716"
"39.9600","0.1395","692.4953"
"39.9800","0.1396","692.5269"
"40.0000","0.1397","692.5437"
"40.0200","0.1397","692.7009"
"40.0400","0.1398","692.9627"
"40.0600","0.1399","693.1655"
"40.0800","0.1399","693.2687"
"40.1000","0.1400","693.3393"
"40.1200","0.1401","693.4334"
"40.1400","0.1401","693.5214"
"40.1600","0.1402","693.6370"
"40.1800","0.1403","693.7797"
"40.2000","0.1403","693.9415"
"40.2200","0.1404","694.0999"
"40.2400","0.1405","694.2310"
"40.2600","0.1405","694.2598"
"40.2800","0.1406","694.2461"
"40.3000","0.1407","694.3732"
"40.3200","0.1407","694.6831"
"40.3400","0.1408","694.9442"
"40.3600","0.1409","695.0777"
"40.3800","0.1409","695.1235"
"40.4000","0.1410","695.1135"
"40.4200","0.1411","695.1853"
"40.4400","0.1411","695.3833"
"40.4600","0.1412","695.6714"
"40.4800","0.1413","695.8756"
"40.5000","0.1413","695.9796"
"40.5200","0.1414","696.0439"
"40.5400","0.1415","696.0948"
"40.5600","0.1415","696.1967"
"40.5800","0.1416","696.4013"
"40.6000","0.1417","696.5980"
"40.6200","0.1417","696.7282"
"40.6400","0.1418","696.8682"
"40.6600","0.1419","696.9910"
"40.6800","0.1419","697.0761"
"40.7000","0.1420","697.1787"
"40.7200","0.1421","697.3257"
"40.7400","0.1421","697.4916"
"40.7600","0.1422","697.6330"
"40.7800","0.1423","697.7588"
"40.8000","0.1423","697.7975"
"40.8200","0.1424","697.8124"
"40.8400","0.1425","697.9689"
"40.8600","0.1425","698.2700"
"40.8800","0.1426","698.4902"
"40.9000","0.1427","698.5784"
"40.9200","0.1427","698.6315"
"40.9400","0.1428","698.6700"
"40.9600","0.1429","698.7398"
"40.9800","0.1429","698.8925"
"41.0000","0.1430","699.1156"
"41.0200","0.1431","699.3022"
"41.0400","0.1431","699.4095"
"41.0600","0.1432","699.4919"
"41.0800","0.1433","699.5980"
"41.1000","0.1433","699.7440"
"41.1200","0.1434","699.9272"
"41.1400","0.1435","700.1185"
"41.1600","0.1435","700.2520"
"41.1800","0.1436","700.3674"
"41.2000","0.1437","700.4332"
"41.2200","0.1437","700.4387"
"41.2400","0.1438","700.5088"
"41.2600","0.1439","700.7104"
"41.2800","0.1439","700.9548"
"41.3000","0.1440","701.1032"
"41.3200","0.1441","701.1776"
"41.3400","0.1441","701.1717"
"41.3600","0.1442","701.2424"
"41.3800","0.1443","701.4498"
"41.4000","0.1443","701.7922"
"41.4200","0.1444","702.0212"
"41.4400","0.1445","702.0835"
"41.4600","0.1445","702.0695"
"41.4800","0.1446","702.0925"
"41.5000","0.1447","702.1922"
"41.5200","0.1447","702.3815"
"41.5400","0.1448","702.6605"
"41.5600","0.1449","702.8851"
"41.5800","0.1449","703.0028"
"41.6000","0.1450","703.0458"
"41.6200","0.1451","703.0662"
"41.6400","0.1451","703.1388"
"41.6600","0.1452","703.2719"
"41.6800","0.1453","703.4520"
"41.7000","0.1453","703.6364"
"41.7200","0.1454","703.8115"
"41.7400","0.1455","703.8935"
"41.7600","0.1455","703.8494"
"41.7800","0.1456","703.8518"
"41.8000","0.1457","704.0781"
"41.8200","0.1457","704.4258"
"41.8400","0.1458","704.6893"
"41.8600","0.1459","704.7861"
"41.8800","0.1459","704.7458"
"41.9000","0.1460","704.7407"
"41.9200","0.1461","704.8931"
"41.9400","0.1461","705.2055"
"41.9600","0.1462","705.4333"
"41.9800","0.1463","705.5002"
"42.0000","0.1463","705.5320"
"42.0200","0.1464","705.5773"
"42.0400","0.1465","705.6311"
"42.0600","0.1465","705.7765"
"42.0800","0.1466","706.0442"
"42.1000","0.1467","706.3057"
"42.1200","0.1467","706.4870"
"42.1400","0.1468","706.5519"
"42.1600","0.1469","706.5089"
"42.1800","0.1469","706.4748"
"42.2000","0.1470","706.5789"
"42.2200","0.1471","706.8615"
"42.2400","0.1471","707.1236"
"42.2600","0.1472","707.3090"
"42.2800","0.1473","707.4015"
"42.3000","0.1473","707.3698"
"42.3200","0.1474","707.3770"
"42.3400","0.1475","707.5641"
"42.3600","0.1475","707.8646"
"42.3800","0.1476","708.0302"
"42.4000","0.1477","708.0586"
"42.4200","0.1477","708.0742"
"42.4400","0.1478","708.1070"
"42.4600","0.1479","708.2344"
"42.4800","0.1479","708.4800"
"42.5000","0.1480","708.7179"
"42.5200","0.1481","708.8768"
"42.5400","0.1481","709.0264"
"42.5600","0.1482","709.0885"
"42.5800","0.1483","709.0611"
"42.6000","0.1483","709.1257"
"42.6200","0.1484","709.3763"
"42.6400","0.1485","709.6610"
"42.6600","0.1485","709.8504"
"42.6800","0.1486","709.9403"
"42.7000","0.1487","709.9279"
"42.7200","0.1487","709.8986"
"42.7400","0.1488","709.9914"
"42.7600","0.1489","710.2886"
"42.7800","0.1489","710.5614"
"42.8000","0.1490","710.7309"
"42.8200","0.1491","710.7901"
"42.8400","0.1491","710.7658"
"42.8600","0.1492","710.8033"
"42.8800","0.1493","710.9784"
"42.9000","0.1493","711.2233"
"42.9200","0.1494","711.3554"
"42.9400","0.1495","711.4475"
"42.9600","0.1495","711.5385"
"42.9800","0.1496","711.6510"
"43.0000","0.1497","711.7598"
"43.0200","0.1497","711.9189"
"43.0400","0.1498","712.1047"
"43.0600","0.1499","712.2791"
"43.0800","0.1499","712.4259"
"43.1000","0.1500","712.4733"
"43.1200","0.1501","712.4382"
"43.1400","0.1501","712.5042"
"43.1600","0.1502","712.7352"
"43.1800","0.1503","712.9760"
"43.2000","0.1503","713.1378"
"43.2200","0.1504","713.2126"
"43.2400","0.1505","713.2213"
"43.2600","0.1505","713.2644"
"43.2800","0.1506","713.4349"
"43.3000","0.1507","713.6880"
"43.3200","0.1507","713.8566"
"43.3400","0.1508","713.9801"
"43.3600","0.1509","714.0556"
"43.3800","0.1509","714.0908"
"43.4000","0.1510","714.1525"
"43.4200","0.1511","714.3102"
"43.4400","0.1511","714.5295"
"43.4600","0.1512","714.6972"
"43.4800","0.1513","714.8316"
"43.5000","0.1513","714.9602"
"43.5200","0.1514","715.0627"
"43.5400","0.1515","715.1556"
"43.5600","0.1515","715.2766"
"43.5800","0.1516","715.4417"
"43.6000","0.1517","715.5970"
"43.6200","0.1517","715.7400"
"43.6400","0.1518","715.8012"
"43.6600","0.1519","715.7854"
"43.6800","0.1519","715.8702"
"43.7000","0.1520","716.1289"
"43.7200","0.1521","716.3885"
"43.7400","0.1521","716.5179"
"43.7600","0.1522","716.5549"
"43.7800","0.1523","716.5796"
"43.8000","0.1523","716.6464"
"43.8200","0.1524","716.7872"
"43.8400","0.1525","716.9873"
"43.8600","0.1525","717.1598"
"43.8800","0.1526","717.2516"
"43.9000","0.1527","717.3243"
"43.9200","0.1527","717.4552"
"43.9400","0.1528","717.5899"
"43.9600","0.1529","717.7351"
"43.9800","0.1529","717.9033"
"44.0000","0.1530","718.0175"
"44.0200","0.1531","718.1349"
"44.0400","0.1531","718.2778"
"44.0600","0.1532","718.3216"
"44.0800","0.1533","718.3609"
"44.1000","0.1533","718.4793"
"44.1200","0.1534","718.7190"
"44.1400","0.1535","718.9468"
"44.1600","0.1535","719.0666"
"44.1800","0.1536","719.0865"
"44.2000","0.1537","719.0844"
"44.2200","0.1537","719.2390"
"44.2400","0.1538","719.5404"
"44.2600","0.1539","719.8030"
"44.2800","0.1539","719.8895"
"44.3000","0.1540","719.8911"
"44.3200","0.1541","719.9107"
"44.3400","0.1541","719.9722"
"44.3600","0.1542","720.0986"
"44.3800","0.1543","720.3116"
"44.4000","0.1543","720.5305"
"44.4200","0.1544","720.6836"
"44.4400","0.1545","720.7661"
"44.4600","0.1545","720.7934"
"44.4800","0.1546","720.8154"
"44.5000","0.1547","720.9017"
"44.5200","0.1547","721.0524"
"44.5400","0.1548","721.2515"
"44.5600","0.1549","721.4478"
"44.5800","0.1549","721.5897"
"44.6000","0.1550","721.5766"
"44.6200","0.1551","721.5480"
"44.6400","0.1551","721.7016"
"44.6600","0.1552","722.0460"
"44.6800","0.1553","722.3348"
"44.7000","0.1553","722.4526"
"44.7200","0.1554","722.4195"
"44.7400","0.1555","722.3620"
"44.7600","0.1555","722.4533"
"44.7800","0.1556","722.7106"
"44.8000","0.1557","722.9579"
"44.8200","0.1557","723.0556"
"44.8400","0.1558","723.1317"
"44.8600","0.1559","723.1889"
"44.8800","0.1559","723.2350"
"44.9000","0.1560","723.3501"
"44.9200","0.1561","723.5768"
"44.9400","0.1561","723.8455"
"44.9600","0.1562","724.0299"
"44.9800","0.1563","724.1287"
"45.0000","0.1563","724.1140"
"45.0200","0.1564","724.0701"
"45.0400","0.1565","724.1355"
"45.0600","0.1565","724.3696"
"45.0800","0.1566","724.6505"
"45.1000","0.1567","724.8397"
"45.1200","0.1567","724.9356"
"45.1400","0.1568","724.9003"
"45.1600","0.1569","724.8827"
"45.1800","0.1569","725.0092"
"45.2000","0.1570","725.3167"
"45.2200","0.1571","725.5347"
"45.2400","0.1571","725.6203"
"45.2600","0.1572","725.6330"
"45.2800","0.1573","725.6475"
"45.3000","0.1573","725.7495"
"45.3200","0.1574","725.9327"
"45.3400","0.1575","726.1666"
"45.3600","0.1575","726.3381"
"45.3800","0.1576","726.4956"
"45.4000","0.1577","726.5838"
"45.4200","0.1577","726.5390"
"45.4400","0.1578","726.5249"
"45.4600","0.1579","726.7025"
"45.4800","0.1579","727.0186"
"45.5000","0.1580","727.2304"
"45.5200","0.1581","727.3015"
"45.5400","0.1581","727.2892"
"45.5600","0.1582","727.2572"
"45.5800","0.1583","727.3400"
"45.6000","0.1583","727.6112"
"45.6200","0.1584","727.9116"
"45.6400","0.1585","728.0911"
"45.6600","0.1585","728.1439"
"45.6800","0.1586","728.1373"
"45.7000","0.1587","728.1795"
"45.7200","0.1587","728.3332"
"45.7400","0.1588","728.5755"
"45.7600","0.1589","728.7561"
"45.7800","0.1589","728.8360"
"45.8000","0.1590","728.9040"
"45.8200","0.1591","728.9774"
"45.8400","0.1591","729.0790"
"45.8600","0.1592","729.1979"
"45.8800","0.1593","729.3480"
"45.9000","0.1593","729.4983"
"45.9200","0.1594","729.6666"
"45.9400","0.1595","729.7507"
"45.9600","0.1595","729.7331"
"45.9800","0.1596","729.7472"
"46.0000","0.1597","729.9364"
"46.0200","0.1597","730.2314"
"46.0400","0.1598","730.4319"
"46.0600","0.1599","730.5208"
"46.0800","0.1599","730.5303"
"46.1000","0.1600","730.5244"
"46.1200","0.1601","730.6096"
"46.1400","0.1601","730.8421"
"46.1600","0.1602","731.0712"
"46.1800","0.1603","731.1845"
"46.2000","0.1603","731.2659"
"46.2200","0.1604","731.3324"
"46.2400","0.1605","731.3933"
"46.2600","0.1605","731.5071"
"46.2800","0.1606","731.7281"
"46.3000","0.1607","731.9462"
"46.3200","0.1607","732.0804"
"46.3400","0.1608","732.2044"
"46.3600","0.1609","732.2733"
"46.3800","0.1609","732.3238"
"46.4000","0.1610","732.4314"
"46.4200","0.1611","732.6033"
"46.4400","0.1611","732.7938"
"46.4600","0.1612","732.9277"
"46.4800","0.1613","732.9868"
"46.5000","0.1613","732.9295"
"46.5200","0.1614","732.9420"
"46.5400","0.1615","733.1606"
"46.5600","0.1615","733.4690"
"46.5800","0.1616","733.6534"
"46.6000","0.1617","733.7267"
"46.6200","0.1617","733.7558"
"46.6400","0.1618","733.7837"
"46.6600","0.1619","733.8493"
"46.6800","0.1619","733.9912"
"46.7000","0.1620","734.2010"
"46.7200","0.1621","734.3504"
"46.7400","0.1621","734.4438"
"46.7600","0.1622","734.5083"
"46.7800","0.1623","734.5871"
"46.8000","0.1623","734.7078"
"46.8200","0.1624","734.8692"
"46.8400","0.1625","735.0200"
"46.8600","0.1625","735.1787"
"46.8800","0.1626","735.3003"
"46.9000","0.1627","735.3846"
"46.9200","0.1627","735.4164"
"46.9400","0.1628","735.4823"
"46.9600","0.1629","735.6862"
"46.9800","0.1629","735.9288"
"47.0000","0.1630","736.0857"
"47.0200","0.1631","736.1137"
"47.0400","0.1631","736.0684"
"47.0600","0.1632","736.1503"
"47.0800","0.1633","736.3957"
"47.1000","0.1633","736.7025"
"47.1200","0.1634","736.8528"
"47.1400","0.1635","736.8763"
"47.1600","0.1635","736.8584"
"47.1800","0.1636","736.8635"
"47.2000","0.1637","736.9621"
"47.2200","0.1637","737.1538"
"47.2400","0.1638","737.4247"
"47.2600","0.1639","737.6136"
"47.2800","0.1639","737.7252"
"47.3000","0.1640","737.7663"
"47.3200","0.1641","737.7778"
"47.3400","0.1641","737.8593"
"47.3600","0.1642","738.0010"
"47.3800","0.1643","738.1960"
"47.4000","0.1643","738.3767"
"47.4200","0.1644","738.5201"
"47.4400","0.1645","738.5358"
"47.4600","0.1645","738.4843"
"47.4800","0.1646","738.5499"
"47.5000","0.1647","738.7935"
"47.5200","0.1647","739.0720"
"47.5400","0.1648","739.2414"
"47.5600","0.1649","739.2814"
"47.5800","0.1649","739.2249"
"47.6000","0.1650","739.2666"
"47.6200","0.1651","739.4367"
"47.6400","0.1651","739.6917"
"47.6600","0.1652","739.8582"
"47.6800","0.1653","739.9573"
"47.7000","0.1653","740.0067"
"47.7200","0.1654","740.0110"
"47.7400","0.1655","740.0936"
"47.7600","0.1655","740.2890"
"47.7800","0.1656","740.5807"
"47.8000","0.1657","740.8196"
"47.8200","0.1657","740.9375"
"47.8400","0.1658","740.9535"
"47.8600","0.1659","740.9067"
"47.8800","0.1659","740.9160"
"47.9000","0.1660","741.0987"
"47.9200","0.1661","741.3692"
"47.9400","0.1661","741.5676"
"47.9600","0.1662","741.7159"
"47.9800","0.1663","741.7584"
"48.0000","0.1663","741.7260"
"48.0200","0.1664","741.7932"
"48.0400","0.1665","742.0331"
"48.0600","0.1665","742.2837"
"48.0800","0.1666","742.3811"
"48.1000","0.1667","742.3887"
"48.1200","0.1667","742.3789"
"48.1400","0.1668","742.3954"
"48.1600","0.1669","742.5175"
"48.1800","0.1669","742.8058"
"48.2000","0.1670","743.0183"
"48.2200","0.1671","743.1693"
"48.2400","0.1671","743.2319"
"48.2600","0.1672","743.1912"
"48.2800","0.1673","743.1839"
"48.3000","0.1673","743.3015"
"48.3200","0.1674","743.6144"
"48.3400","0.1675","743.8680"
"48.3600","0.1675","743.9807"
"48.3800","0.1676","743.9858"
"48.4000","0.1677","743.9536"
"48.4200","0.1677","743.9867"
"48.4400","0.1678","744.1785"
"48.4600","0.1679","744.4640"
"48.4800","0.1679","744.6704"
"48.5000","0.1680","744.7865"
"48.5200","0.1681","744.8109"
"48.5400","0.1681","744.8101"
"48.5600","0.1682","744.8999"
"48.5800","0.1683","745.1108"
"48.6000","0.1683","745.3066"
"48.6200","0.1684","745.4034"
"48.6400","0.1685","745.5043"
"48.6600","0.1685","745.5694"
"48.6800","0.1686","745.6028"
"48.7000","0.1687","745.6855"
"48.7200","0.1687","745.8435"
"48.7400","0.1688","746.0191"
"48.7600","0.1689","746.2004"
"48.7800","0.1689","746.2904"
"48.8000","0.1690","746.2688"
